ac	name	clade	eco	host	ref
EPI660455	goose_Guangdong_04_22_DGCP116_P_2015	234	D	A	-
EPI660463	duck_Guangdong_04_23_DGQTXC227_O_2015	234	D	A	-
EPI660495	goose_Guangdong_04_22_DGCP118_P_2015	234	D	A	-
EPI660503	goose_Guangdong_04_23_DGQTXC216_P_2015	234	D	A	-
EPI660519	duck_Guangdong_04_23_DGQTXC202_P_2015	234	D	A	-
EPI660591	duck_Guangdong_04_22_DGCP067_O_2015	234	D	A	-
EPI660599	duck_Guangdong_04_22_DGCP080_O_2015	234	D	A	-
EPI660639	environment_Jiangsu_01_20_TCCX012_2015	232	D	E	27916476
EPI660663	duck_Guangdong_04_23_DGQTXC213_P_2015	234	D	A	-
EPI660671	duck_Guangdong_04_23_DGQTXC236_P_2015	234	D	A	-
EPI660679	duck_Guangdong_04_23_DGQTXC213_O_2015	234	D	A	-
EPI660687	duck_Guangdong_04_23_DGQTXC232_P_2015	234	D	A	-
EPI660695	duck_Guangdong_04_23_DGQTSJ131_O_2015	234	D	A	-
EPI660703	goose_Guangdong_04_23_DGQTXC236_O_2015	234	D	A	-
EPI660711	duck_Guangdong_04_23_DGQTXC228_P_2015	234	D	A	-
EPI660719	pigeon_Guangdong_04_23_DGQTXC197_O_2015	234	D	A	27916476
EPI660727	duck_Guangdong_04_23_DGQTXC235_O_2015	234	D	A	-
EPI660743	duck_Guangdong_04_22_DGCP081_O_2015	234	D	A	-
EPI660759	goose_Guangdong_04_23_DGQTXC237_O1_2015	234	D	A	-
EPI660767	duck_Guangdong_04_23_DGQTSJ130_O_2015	234	D	A	-
EPI660775	duck_Guangdong_04_22_DGCP084_O_2015	234	D	A	-
EPI660783	duck_Guangdong_04_22_DGCPLB041_P_2015	234	D	A	-
EPI660791	duck_Guangdong_04_22_DGCPLB044_P_2015	234	D	A	-
EPI660863	environment_Jiangxi_01_14_NCJD005_2015	234	D	E	27916476
EPI660975	duck_Jiangxi_02_05_YGYXG015_P_2015	234	D	A	-
EPI661039	environment_Jiangxi_01_08_YGCB007_2015	234	D	E	27916476
EPI661047	duck_Jiangxi_01_14_NCJD054_P_2015	234	D	A	-
EPI661071	duck_Jiangxi_01_14_NCJD064_P_2015	234	D	A	-
EPI661079	environment_Jiangxi_01_14_NCJD027_2015	234	D	E	27916476
EPI661087	chicken_Jiangxi_01_14_NCJD181_P_2015	234	D	A	-
EPI661127	duck_Guangdong_04_23_DGQTXC230_O_2015	234	D	A	-
EPI661175	duck_Guangdong_04_23_DGQTXC207_P_2015	234	D	A	-
EPI661183	duck_Guangdong_04_23_DGQTXC207_O_2015	234	D	A	-
EPI661191	duck_Guangdong_04_23_DGQTXC202_O_2015	234	D	A	-
EPI661199	duck_Guangdong_04_23_DGQTXC205_O_2015	234	D	A	-
EPI661207	duck_Guangdong_04_23_DGQTSJ137_O_2015	234	D	A	-
EPI661215	duck_Guangdong_04_23_DGQTXC186_O_2015	234	D	A	-
EPI661223	duck_Guangdong_03_27_DGQTXC210_O_2015	234	D	A	-
EPI661231	duck_Guangdong_04_23_DGQTXC187_O_2015	234	D	A	-
EPI661239	duck_Guangdong_04_23_DGQTSJ136_O_2015	234	D	A	-
EPI661247	duck_Guangdong_04_23_DGQTSJ146_O_2015	234	D	A	-
EPI661255	duck_Guangdong_04_23_DGQTXC204_P_2015	234	D	A	-
EPI661263	duck_Guangdong_04_23_DGQTXC206_O_2015	234	D	A	-
EPI661271	duck_Guangdong_04_23_DGQTSJ123_O_2015	234	D	A	-
EPI661279	duck_Guangdong_04_23_DGQTSJ134_O_2015	234	D	A	-
EPI661287	duck_Guangdong_03_27_DGQTSJ131_O_2015	234	D	A	-
EPI661295	duck_Guangdong_04_23_DGQTSJ128_O_2015	234	D	A	-
EPI661303	duck_Guangdong_04_23_DGQTXC183_O_2015	234	D	A	-
EPI661311	duck_Guangdong_04_23_DGQTXC204_O_2015	234	D	A	-
EPI661319	duck_Guangdong_04_23_DGQTSJ135_P_2015	234	D	A	-
EPI661327	duck_Guangdong_04_23_DGQTSJ135_O_2015	234	D	A	-
EPI661335	duck_Guangdong_04_23_DGQTSJ138_P_2015	234	D	A	-
EPI661343	duck_Guangdong_03_27_DGQTXC203_O_2015	234	D	A	-
EPI661351	duck_Guangdong_04_23_DGQTSJ138_O_2015	234	D	A	-
EPI661359	duck_Guangdong_04_23_DGQTXC187_P_2015	234	D	A	-
EPI661367	duck_Guangdong_03_27_DGQTXC190_P_2015	234	D	A	-
EPI661375	duck_Guangdong_04_23_DGQTXC201_O_2015	234	D	A	-
EPI661383	duck_Guangdong_04_23_DGQTXC188_P_2015	234	D	A	-
EPI661391	duck_Guangdong_04_23_DGQTXC235_P_2015	234	D	A	-
EPI661399	duck_Guangdong_04_16_LGDBL001_2015	234	D	A	-
EPI661407	duck_Guangdong_04_16_LGDBL007_2015	234	D	A	-
EPI661415	duck_Guangdong_04_16_LGDBL004_2015	234	D	A	-
EPI661423	environment_Guangdong_04_16_LGWL008_2015	234	D	E	27916476
EPI661431	chicken_Guangdong_04_16_LGWL013_2015	234	D	A	-
EPI661463	environment_Guangdong_03_27_DGQTSJ046_2015	234	D	E	27916476
EPI661471	chicken_Jiangsu_12_22_TCCX003_P_2014	232	D	A	-
EPI661479	duck_Guangdong_03_27_DGQTSJ129_O_2015	234	D	A	-
EPI661487	environment_Guangdong_03_27_DGQTXC056_2015	234	D	E	27916476
EPI661511	environment_Guangdong_04_23_DGQTXC055_2015	234	D	E	27916476
EPI661527	chicken_Jiangxi_01_14_NCJD125_P_2015	234	D	A	-
EPI661535	duck_Jiangxi_02_06_NCJD039_P_2015	234	D	A	-
EPI661543	duck_Jiangxi_02_06_NCJD036_P_2015	234	D	A	-
EPI661551	chicken_Jiangxi_02_05_YGYXG035_P_2015	234	D	A	-
EPI661559	chicken_Jiangxi_02_05_YGYXG023_P_2015	234	D	A	-
EPI661567	duck_Jiangxi_02_05_YGYXG038_P_2015	234	D	A	-
EPI661575	duck_Guangdong_03_26_DGCP062_P_2015	234	D	A	-
EPI661583	duck_Guangdong_03_26_DGCPLB007_O_2015	234	D	A	-
EPI661591	duck_Guangdong_03_26_DGCPLB022_O_2015	234	D	A	-
EPI661599	duck_Guangdong_03_26_DGCP076_P_2015	234	D	A	-
EPI661607	duck_Guangdong_03_26_DGCP077_O_2015	234	D	A	-
EPI661615	duck_Guangdong_03_26_DGCP075_O_2015	234	D	A	-
EPI661623	duck_Guangdong_03_26_DGCP082_O_2015	234	D	A	-
EPI661631	goose_Shandong_03_16_JNRe_5_2014	234	D	A	-
EPI661639	goose_Shandong_03_10_HZ_2015	232	D	A	-
EPI661647	duck_Shandong_11_14_RD_2013	234	D	A	-
EPI661655	goose_Shandong_GS_2013	232	D	A	-
EPI661663	goose_Shandong_02_26_GD_2015	234	D	A	-
EPI661671	duck_Guangdong_03_26_DGCPLB023_O_2015	234	D	A	-
EPI661679	duck_Guangdong_03_26_DGCPLB024_O_2015	234	D	A	-
EPI661687	duck_Guangdong_03_26_DGCP062_O_2015	234	D	A	-
EPI661703	duck_Guangxi_04_10_JX046_2015	234	D	A	-
EPI661719	duck_Guangdong_02_11_DGCP102_P_2015	234	D	A	-
EPI661727	duck_Guangdong_02_11_DGCP103_P_2015	234	D	A	-
EPI661735	duck_Guangdong_02_11_DGCP104_P_2015	234	D	A	-
EPI661791	environment_Guangdong_02_11_DGCP029_2015	234	D	E	27916476
EPI661799	environment_Guangdong_02_11_DGQTSJ046E_2015	234	D	E	27916476
EPI661807	environment_Guangdong_02_11_DGCPSJ050_2015	234	D	E	27916476
EPI661831	duck_Guangdong_02_11_DGCP092_P_2015	234	D	A	-
EPI661839	duck_Guangdong_02_11_DGCP093_P_2015	234	D	A	-
EPI661847	duck_Guangdong_02_11_DGCP094_P_2015	234	D	A	-
EPI661903	chicken_Guangxi_04_10_NM140_2015	234	D	A	-
EPI661911	environment_Guangdong_04_15_SZBAXQshui2_2015	234	D	E	27916476
EPI661919	chicken_Guangdong_04_15_SZBAXQ019_2015	234	D	A	-
EPI661943	duck_Guangdong_04_15_SZBAXQ011_2015	234	D	A	-
EPI661951	duck_Guangdong_04_15_SZBAXQ017_2015	234	D	A	-
EPI661959	duck_Guangdong_04_15_SZBAXQ020_2015	234	D	A	-
EPI661967	duck_Guangdong_04_15_SZBAXQ021_2015	234	D	A	-
EPI661975	duck_Guangdong_04_15_SZBAXQ003_2015	234	D	A	-
EPI661999	pigeon_Guangdong_04_15_SZBAXQ004_2015	234	D	A	27916476
EPI662015	duck_Guangdong_04_16_SZLGDBL013_2015	234	D	A	-
EPI662023	duck_Guangdong_04_16_SZLGDBL002_2015	234	D	A	-
EPI662031	duck_Guangdong_04_16_SZLGDBL003_2015	234	D	A	-
EPI662039	duck_Guangdong_04_16_SZLGDBL005_2015	234	D	A	-
EPI662047	duck_Guangdong_04_16_SZLGDBL009_2015	234	D	A	-
EPI662055	duck_Guangdong_04_16_SZLGWL002_2015	234	D	A	-
EPI662063	environment_Guangdong_04_16_SZLGWL006_2015	234	D	E	27916476
EPI662071	pigeon_Guangdong_04_16_SZLGWL006_2015	234	D	A	27916476
EPI662079	environment_Guangdong_04_16_SZLGWLShui1_2015	234	D	E	27916476
EPI662087	environment_Guangdong_04_16_SZLGWLShui3_2015	234	D	E	27916476
EPI662095	environment_Guangdong_04_16_SZLGWLShui5_2015	234	D	E	27916476
EPI664197	goose_Guangdong_04_23_DGQTXC216_O_2015	234	D	A	-
EPI664205	duck_Guangdong_04_23_DGQTXC227_P_2015	234	D	A	-
EPI664213	duck_Guangdong_04_23_DGQTXC214_O_2015	234	D	A	-
EPI664221	duck_Jiangxi_01_14_NCJD034_P_2015	234	D	A	-
EPI664229	duck_Guangdong_04_23_DGQTXC234_P_2015	234	D	A	-
EPI664237	duck_Guangdong_04_23_DGQTSJ127_O_2015	234	D	A	-
EPI664245	duck_Guangdong_04_23_DGQTXC185_O_2015	234	D	A	-
EPI664253	goose_Guangdong_04_23_DGQTXC237_O_2015	234	D	A	-
EPI664261	duck_Guangdong_04_23_DGQTXC231_P_2015	234	D	A	-
EPI664269	duck_Guangdong_04_23_DGQTSJ124_O_2015	234	D	A	-
EPI664277	duck_Guangdong_04_23_DGQTSJ121_O_2015	234	D	A	-
EPI664285	duck_Guangdong_04_23_DGQTXC233_P_2015	234	D	A	-
EPI664293	duck_Guangdong_04_22_DGCP083_O_2015	234	D	A	-
EPI664301	duck_Guangdong_04_23_DGQTXC188_O_2015	234	D	A	-
EPI664309	duck_Guangdong_03_27_DGQTSJ134_O_2015	234	D	A	-
EPI664317	goose_Guangdong_03_27_DGQTSJ180_O_2015	234	D	A	-
EPI664325	duck_Guangdong_03_27_DGQTSJ133_O_2015	234	D	A	-
EPI664333	duck_Guangdong_04_23_DGQTSJ148_O_2015	234	D	A	-
EPI664341	duck_Guangdong_04_23_DGQTSJ144_O_2015	234	D	A	-
EPI664349	duck_Guangdong_04_23_DGQTXC230_P_2015	234	D	A	-
EPI664357	duck_Guangdong_04_22_DGCP071_P_2015	234	D	A	-
EPI664365	duck_Guangdong_04_23_DGQTSJ147_O_2015	234	D	A	-
EPI664373	duck_Guangdong_03_27_DGQTSJ121_P_2015	234	D	A	-
EPI664381	environment_Jiangsu_12_30_WZNHQ012_2014	234	D	E	27916476
EPI664389	duck_Guangdong_04_15_SZBAXQ019_2015	234	D	A	-
EPI664397	environment_Guangdong_04_16_SZLGWLShui9_2015	234	D	E	27916476
EPI664405	chicken_Hunan_12_07_YYGKY67_P_2013	234	D	A	-
EPI664413	duck_Hunan_01_16_YYFQH128_P_2014	234	D	A	-
EPI664421	chicken_Jilin_04_11_CCHSL007_2015	234	D	A	-
EPI664429	duck_Hunan_04_14_YYGK0439_Z_P_2015	234	D	A	-
EPI664437	duck_Hunan_12_17_YYFQH0046_1_O_2014	234	D	A	-
EPI664445	duck_Sichuan_04_27_NBXJ711_2014	234	D	A	-
EPI664453	chicken_Hunan_04_14_YYXS0812_O_2015	234	D	A	-
EPI664461	duck_Hunan_12_17_YYFQH0072_O_2014	234	D	A	-
EPI664469	chicken_Hunan_12_17_YYGK0048_2014	234	D	A	-
EPI664477	environment_JiangXi_05_06_NCJD0100C_2015	234	D	E	27916476
EPI664485	chicken_Jiangxi_05_06_NCDZT1212_O_2015	234	D	A	-
EPI664493	duck_Jiangxi_04_01_NCDZT0304_O_2015	234	D	A	-
EPI664501	chicken_Jiangxi_04_01_NCDZT0048_O_2015	234	D	A	-
EPI664509	environment_Jiangxi_05_07_NCJD0009D_2015	234	D	E	27916476
EPI664517	duck_Hubei_03_06_WHWTZ0049_P_2015	232	D	A	-
EPI664525	duck_Hubei_03_06_WHWTZ0111_O_2015	234	D	A	-
EPI664533	duck_Hubei_03_06_WHWTZ0150_P_2015	234	D	A	-
EPI664541	duck_Yunnan_03_16_DQXYL007_O_2015	234	D	A	-
EPI664549	duck_Hunan_03_09_YYFQH0036_P_2015	234	D	A	-
EPI664557	duck_Hunan_03_09_YYFQH0046_O_2015	234	D	A	-
EPI664565	environment_Yunnan_03_15_DQWGH008_Z_2015	234	D	E	27916476
EPI664573	environment_Yunnan_03_17_DQJT0015_Z_2015	234	D	E	27916476
EPI664581	chicken_Yunnan_03_16_DQXYL061_1_O_2015	234	D	A	-
EPI664589	environment_Hunan_04_14_YYGK394_2015	234	D	E	27916476
EPI664597	duck_Hunan_04_14_YYGK451_1_O_2015	234	D	A	-
EPI664605	duck_Hunan_04_14_YYGK0453_1_O_2015	234	D	A	-
EPI664613	duck_Hunan_04_14_YYGK067_O_2015	234	D	A	-
EPI664621	duck_Hunan_04_14_YYGK472_O_2015	234	D	A	-
EPI664629	Pigeon_Hunan_04_14_YYXS0912_O_2015	234	D	A	27916476
EPI665317	duck_Hunan_12_07_YYGK44_P_2013	232	D	A	-
EPI665389	duck_Jilin_04_04_SY002_O_2015	232	D	A	-
EPI665397	environment_Jilin_04_25_MHK007_2015	232	D	E	27916476
EPI665413	chicken_Jilin_04_12_MHK004_O_2015	232	D	A	-
EPI665509	chicken_Hunan_02_07_YYFQHJ7Y_O_2015	234	D	A	-
EPI665597	chicken_Jiangxi_04_01_NCDZT0299_P_2015	234	D	A	-
EPI665661	chicken_Jiangxi_04_01_NCDZT0090_O_2015	234	D	A	-
EPI665709	duck_Hubei_03_06_WHWTZ0122_P_2015	232	D	A	-
EPI665733	duck_Hubei_03_06_WHWTZ0107_O_2015	232	D	A	-
EPI665981	goose_Shandong_06_14_HZ_GS_2014	234	D	A	-
EPI666061	goose_Shandong_05_23_AY_GS_2015	234	D	A	-
EPI666077	duck_Jiangsu_12_22_TCCX051_P_2014	234	D	A	-
EPI666493	environment_Jiangsu_01_06_TCJN072_2015	232	D	E	27916476
EPI666501	pigeon_Jiangsu_12_22_TCCX053_P_2014	232	D	A	27916476
EPI666637	duck_Guangdong_04_23_DGQTSJ124_P_2015	234	D	A	-
EPI668743	chicken_Yunnan_02_09_DQXY008L_2015	234	D	A	-
EPI668751	goose_Yunnan_07_14_DQWCK119_2015	234	D	A	-
EPI668754	goose_Yunnan_07_14_DQWCK122_2015	234	D	A	-
EPI668767	duck_Yunnan_07_15_DQNPH124_2015	234	D	A	-
EPI668768	duck_Yunnan_07_15_DQNPH125_2015	234	D	A	-
EPI668783	duck_Yunnan_07_15_DQNPH127_2015	234	D	A	-
EPI668791	duck_Yunnan_07_15_DQNPH129_2015	234	D	A	-
EPI668799	environment_Yunnan_07_11_DQENM015_2015	234	D	E	27916476
EPI668807	environment_Yunnan_07_11_DQENM006_2015	234	D	E	27916476
EPI668815	environment_Yunnan_07_11_DQENM004_2015	234	D	E	27916476
EPI668823	chicken_Yunnan_07_11_DQENM005_2015	234	D	A	-
EPI668839	environment_Yunnan_07_11_DQXY011_2015	234	D	E	27916476
EPI668847	environment_Yunnan_07_11_DQXY20_2015	234	D	E	27916476
EPI668855	environment_Yunnan_02_09_DQWGH013_2E_2015	234	D	E	27916476
EPI668863	environment_Yunnan_02_09_DQXY005_1E_2015	234	D	E	27916476
EPI668871	environment_Yunnan_02_09_DQXY009_1E_2015	234	D	E	27916476
EPI668879	environment_Yunnan_02_10_DQXY053_1E_2015	234	D	E	27916476
EPI668887	Yunnan_DQ001_2015	234	D	M	-
EPI668895	Yunnan_DQ002_2015	234	D	M	-
EPI669760	Bar_headed_Goose_Qinghai_BTY2_2015_H5N1	232	W	A	-
EPI669768	Great_black_headed_Gull_Qinghai_YO1_2015_H5N1	232	W	A	-
EPI669776	Great_black_headed_Gull_Qinghai_YO6_2015_H5N1	232	W	A	-
EPI669784	Black_necked_Grebe_Inner_Mongolia_Brain1_2015_H5N1	232	W	A	-
EPI669792	Black_necked_Grebe_Inner_Mongolia_Brain2_2015_H5N1	232	W	A	-
EPI669800	Black_necked_Grebe_Inner_Mongolia_Lung2_2015_H5N1	232	W	A	-
EPI669808	Black_necked_Grebe_Inner_Mongolia_Lung3_2015_H5N1	232	W	A	-
EPI669816	Black_necked_Grebe_Inner_Mongolia_Liver3_2015_H5N1	232	W	A	-
EPI669824	Black_necked_Grebe_Inner_Mongolia_Brain3_2015_H5N1	232	W	A	-
EPI669832	Black_necked_Grebe_Inner_Mongolia_Lung3_2_2015_H5N1	232	W	A	-
EPI669840	Black_necked_Grebe_Inner_Mongolia_Oropharynx_swab3_2015_H5N1	232	W	A	-
EPI669848	Black_necked_Grebe_Inner_Mongolia_Trachea3_2015_H5N1	232	W	A	-
EPI669856	Black_necked_Grebe_Inner_Mongolia_Anal_swab4_2015_H5N1	232	W	A	-
EPI671533	duck_Fujian_05_07_FZHMDK14_O_2015	234	D	A	-
EPI671541	duck_Fujian_05_07_FZHMD4K_O_2015	234	D	A	-
EPI671549	duck_Fujian_05_07_FZHMD7K_O_2015	234	D	A	-
EPI671557	duck_Fujian_05_07_FZHMD12AK_O_2015	234	D	A	-
EPI671605	chicken_Fujian_05_07_FZHC11K_O_2015	234	D	A	-
EPI671621	environment_Fujian_05_07_FZHenA5_2015	234	D	E	27916476
EPI671629	environment_Fujian_05_07_FZHenAF_2015	234	D	E	27916476
EPI671645	environment_Fujian_05_07_FZHenF_2015	234	D	E	27916476
EPI671653	duck_Guangxi_12_25_GLGX_14_08_2014	234	D	A	-
EPI671661	duck_Jiangxi_03_11_NCHJX_15_06_2015	234	D	A	-
EPI671669	duck_Fujian_03_18_GTFJ_15_10_2015	234	D	A	-
EPI671677	duck_Zhejiang_02_28_JHZJ_15_04_2015	234	D	A	-
EPI671685	goose_Jiangxi_01_09_NFJX_15_01_2015	234	D	A	-
EPI671693	goose_Jiangsu_11_27_HAJS_14_06_2014	234	D	A	-
EPI671701	chicken_Fujian_09_16_GT101_2014	234	D	A	-
EPI671709	chicken_Fujian_10_08_FZH102_2014	234	D	A	-
EPI671717	duck_Jiangxi_09_04_JX_14_11_2014	234	D	A	-
EPI672774	wildfowl_China_472_2014	7	W	A	-
EPI680542	Environment_Guangdong_79900_2014	234	D	E	28003485
EPI680550	Environment_Guangdong_79478_2014	234	D	E	28003485
EPI680558	Environment_Guangdong_79929_2014	234	D	E	28003485
EPI680566	Environment_Chongqing_28975_2014	234	D	E	28003485
EPI680574	Environment_Chongqing_72076_2014	234	D	E	28003485
EPI680582	Environment_Chongqing_28957_2014	234	D	E	28003485
EPI680590	Environment_Hunan_18327_2014	234	D	E	28003485
EPI680598	Environment_Zhejiang_21574_2014	234	D	E	28003485
EPI680606	Environment_Jiangxi_10733_2014	234	D	E	28003485
EPI680614	Environment_Chongqing_28970_2014	234	D	E	28003485
EPI684541	Shenzhen_1_2015	234	D	M	-
EPI684549	Environment_Shenzhen_1_2015	234	D	E	27485495
EPI684557	Environment_Shenzhen_2_2015	234	D	E	27485495
EPI684565	Environment_Shenzhen_3_2015	234	D	E	27485495
EPI685597	Shenzhen_TH001_2015	234	D	M	-
EPI687144	peregrine_falcon_Hong_Kong_04955_2015	234	W	A	-
EPI687152	Oriental_magpie_robin_Hong_Kong_06154_2015	234	W	A	-
EPI687154	Oriental_magpie_robin_Hong_Kong_16759_2015	234	W	A	-
EPI687156	great_egret_Hong_Kong_00032_2016	234	W	A	-
EPI687488	Duck_Guangdong_SS1A1_2014_H5N6	234	D	A	-
EPI687498	Goose_Guangdong_JG125_2013_H5N6	234	D	A	-
EPI687506	Duck_Guangdong_PY501_2014_H5N6	234	D	A	-
EPI687515	Duck_Guangdong_PY503_2014_H5N6	234	D	A	-
EPI687523	Chicken_Guangdong_FG594_2015_H5N6	234	D	A	-
EPI687531	Enviroment_Guangdong_SS127_2013	234	D	E	27331418
EPI687539	Goose_Guangdong_SSLBY_2015_H5N6	234	D	A	-
EPI687547	Goose_Guangdong_SSZYP_2015_H5N6	234	D	A	-
EPI687704	Shenzhen_1_2016	234	D	M	-
EPI691370	Guangdong_SZ872_2015_H5N6	234	D	M	-
EPI691378	Guangdong_ZQ874_2015_H5N6	234	D	M	-
EPI693817	Shenzhen_TH003_2016	234	D	M	-
EPI693866	Shenzhen_TH002_2016	234	D	M	-
EPI749145	Environment_Chongqing_47495_2015	232	D	E	28003485
EPI749153	Environment_Chongqing_45375_2015	232	D	E	28003485
EPI749161	Environment_Chongqing_45352_2015	232	D	E	28003485
EPI749169	Environment_Chongqing_45260_2015	232	D	E	28003485
EPI749177	Environment_Chongqing_45239_2015	232	D	E	28003485
EPI749185	Environment_Chongqing_45233_2015	232	D	E	28003485
EPI749193	Environment_Chongqing_45227_2015	232	D	E	28003485
EPI749201	Environment_Chongqing_45211_2015	232	D	E	28003485
EPI749209	Environment_Chongqing_45204_2015	232	D	E	28003485
EPI749217	Environment_Chongqing_45203_2015	232	D	E	28003485
EPI749225	Environment_Chongqing_45182_2015	232	D	E	28003485
EPI749233	Environment_Chongqing_45170_2015	232	D	E	28003485
EPI749241	Environment_Chongqing_45169_2015	232	D	E	28003485
EPI749249	Environment_Chongqing_45164_2015	232	D	E	28003485
EPI749257	Environment_Chongqing_45174_2015	232	D	E	28003485
EPI749265	Environment_Chongqing_45160_2015	232	D	E	28003485
EPI749273	Environment_Chongqing_45158_2015	232	D	E	28003485
EPI749281	Environment_Chongqing_45133_2015	232	D	E	28003485
EPI749289	Environment_Chongqing_45121_2015	232	D	E	28003485
EPI749297	Environment_Chongqing_45110_2015	232	D	E	28003485
EPI749305	Environment_Chongqing_45138_2015	232	D	E	28003485
EPI749313	Environment_Guangxi_14313_2013	232	D	E	28003485
EPI749321	environment_Guangxi_03218_2012	232	D	E	28003485
EPI749329	environment_Shaanxi_03243_2012	232	D	E	28003485
EPI749337	Environment_Hunan_28147_2014	234	D	E	28003485
EPI749345	environment_Chongqing_20363_2013	232	D	E	28003485
EPI749353	environment_Guangxi_03235_2012	232	D	E	28003485
EPI749361	environment_Guangdong_02811_2012	232	D	E	28003485
EPI749369	environment_Guangxi_03206_2012	232	D	E	28003485
EPI749377	Environment_Hubei_38077_2015	232	D	E	28003485
EPI749385	Environment_Jiangsu_33457_2015	232	D	E	28003485
EPI749393	Environment_Sichuan_18602_2015	232	D	E	28003485
EPI749401	Environment_Jilin_99001_2014	232	D	E	28003485
EPI749409	Environment_Chongqing_99165_2014	232	D	E	28003485
EPI749417	Environment_Hunan_18459_2014	234	D	E	28003485
EPI749425	Environment_Hunan_25952_2014	234	D	E	28003485
EPI749433	Environment_Hunan_15252_2014	232	D	E	28003485
EPI749441	Environment_Chongqing_28976_2014	232	D	E	28003485
EPI749449	Environment_Chongqing_28959_2014	232	D	E	28003485
EPI749457	Environment_Chongqing_28922_2014	232	D	E	28003485
EPI749465	Environment_Hunan_18478_2014	234	D	E	28003485
EPI749473	Environment_Chongqing_45355_2015	234	D	E	28003485
EPI749481	Environment_Hubei_45047_2015	234	D	E	28003485
EPI749489	Environment_Hubei_45046_2015	234	D	E	28003485
EPI749497	Environment_Qinghai_42934_2015	234	D	E	28003485
EPI749505	Environment_Qinghai_39266_2015	234	D	E	28003485
EPI749513	Environment_Chongqing_47485_2015	234	D	E	28003485
EPI749521	Environment_Guangxi_46690_2015	234	D	E	28003485
EPI749529	Environment_Chongqing_45440_2014	234	D	E	28003485
EPI749537	Environment_Chongqing_45439_2014	234	D	E	28003485
EPI749545	Environment_Chongqing_45378_2015	234	D	E	28003485
EPI749553	Environment_Chongqing_45373_2015	234	D	E	28003485
EPI749561	Environment_Chongqing_45349_2015	234	D	E	28003485
EPI749569	Environment_Chongqing_45379_2015	234	D	E	28003485
EPI749577	Environment_Chongqing_45208_2015	234	D	E	28003485
EPI749585	Environment_Chongqing_45221_2015	234	D	E	28003485
EPI749593	Environment_Chongqing_45185_2015	234	D	E	28003485
EPI749601	Environment_Chongqing_45155_2015	234	D	E	28003485
EPI749609	Environment_Chongqing_45114_2015	234	D	E	28003485
EPI749617	Environment_Chongqing_45134_2015	234	D	E	28003485
EPI749625	Environment_Hubei_45035_2015	234	D	E	28003485
EPI749633	Environment_Hubei_45034_2015	234	D	E	28003485
EPI749641	Environment_Guangxi_44389_2015	234	D	E	28003485
EPI749649	Environment_Chongqing_99173_2014	234	D	E	28003485
EPI749657	Environment_Guangxi_42586_2015	234	D	E	28003485
EPI749665	Environment_Anhui_72105_2014	234	D	E	28003485
EPI749673	Environment_Chongqing_77193_2014	234	D	E	28003485
EPI749681	Environment_Guangdong_77245_2014	234	D	E	28003485
EPI749689	Environment_Hunan_18487_2014	234	D	E	28003485
EPI749697	Environment_Jiangxi_10649_2014	234	D	E	28003485
EPI749705	Environment_Jiangxi_10717_2014	234	D	E	28003485
EPI749713	Environment_Guangdong_40929_2015	234	D	E	28003485
EPI749721	Environment_Guangdong_40113_2015	234	D	E	28003485
EPI749729	Environment_Chongqing_72096_2014	234	D	E	28003485
EPI749737	Environment_Yunnan_39607_2015	234	D	E	28003485
EPI749745	Environment_Hubei_38005_2014	234	D	E	28003485
EPI749753	Environment_Hubei_37983_2014	234	D	E	28003485
EPI749761	Environment_Guangdong_33311_2015	234	D	E	28003485
EPI749769	Environment_Guangdong_21131_2015	234	D	E	28003485
EPI749777	Environment_Guangdong_21109_2015	234	D	E	28003485
EPI749785	Environment_Hunan_07767_2015	234	D	E	28003485
EPI749793	Environment_Hunan_07681_2015	234	D	E	28003485
EPI749801	Environment_Xinjiang_07002_2014	234	D	E	28003485
EPI749809	Environment_Chongqing_99178_2014	234	D	E	28003485
EPI749817	Environment_Xinjiang_00320_2014	234	D	E	28003485
EPI749825	Environment_Xinjiang_00318_2014	234	D	E	28003485
EPI749833	Environment_Xinjiang_00300_2014	234	D	E	28003485
EPI749841	Environment_Guangdong_00299_2014	234	D	E	28003485
EPI749849	Environment_Xinjiang_00324_2014	234	D	E	28003485
EPI749857	Environment_Hunan_98885_2014	234	D	E	28003485
EPI749865	Environment_Chongqing_99181_2014	234	D	E	28003485
EPI749873	Environment_Chongqing_99166_2014	234	D	E	28003485
EPI749881	Guangdong_99710_2014	234	D	M	-
EPI749889	Environment_Jiangsu_98335_2014	234	D	E	28003485
EPI750009	Environment_Hunan_72935_2014	234	D	E	28003485
EPI750017	Environment_Hunan_18328_2014	7	D	E	28003485
EPI759966	duck_Guangdong_01_01_SZSGXJK001_Y_2016	234	D	A	-
EPI759974	duck_Guangdong_01_01_SZSGXJK001_G_2016	234	D	A	-
EPI759982	duck_Guangdong_01_01_SZSGXJK002_Y_2016	234	D	A	-
EPI759991	duck_Guangdong_01_01_SZSGXJK002_G_2016	234	D	A	-
EPI760002	duck_Guangdong_01_01_SZSGXJK003_G_2016	234	D	A	-
EPI760007	duck_Guangdong_01_01_SZSGXJK004_Y_2016	234	D	A	-
EPI760015	duck_Guangdong_01_01_SZSGXJK003_W_2016	234	D	A	-
EPI760026	duck_Guangdong_01_01_SZSGXJK005_Y_2016	234	D	A	-
